0.000000,0.000000
0.671707,0.740817
1.343415,1.481633
2.015122,2.222450
2.686830,2.963266
3.358537,3.704083
4.030244,4.444899
4.701952,5.185716
5.373659,5.926533
6.045366,6.667349
6.717074,7.408166
7.388781,8.148982
8.060489,8.889799
8.732196,9.630615
9.403903,10.371432
10.075611,11.112249
10.747318,11.853065
11.419025,12.593882
12.090733,13.334698
12.762440,14.075515
13.434148,14.816331
14.105855,15.557148
14.777562,16.297965
15.449270,17.038781
16.120977,17.779598
16.792685,18.520414
17.464392,19.261231
18.136099,20.002048
18.807807,20.742864
19.479514,21.483681
20.151221,22.224497
20.822929,22.965314
21.494636,23.706130
22.166344,24.446947
22.838051,25.187764
23.509758,25.928580
24.181466,26.669397
24.853173,27.410213
25.524881,28.151030
26.196588,28.891846
26.868295,29.632663
27.540003,30.373480
28.211710,31.114296
28.883417,31.855113
29.555125,32.595929
30.226832,33.336746
30.898540,34.077562
31.570247,34.818379
32.241954,35.559196
32.913662,36.300012
33.585369,37.040829
33.585369,37.040829
34.029659,37.500416
34.502407,37.930676
35.001678,38.329857
35.525429,38.696320
36.071529,39.028572
36.637737,39.325256
37.221745,39.585159
37.821167,39.807220
38.433548,39.990528
39.056393,40.134335
39.687149,40.238056
40.323246,40.301266
40.962082,40.323708
41.601048,40.305283
42.237530,40.246078
42.868927,40.146324
43.492664,40.006439
44.106186,39.826984
44.706993,39.608704
45.292622,39.352478
45.860687,39.059361
46.408863,38.730549
46.934914,38.367386
47.436684,37.971359
47.912128,37.544079
48.359303,37.087296
48.776379,36.602875
49.161652,36.092796
49.513550,35.559147
49.830635,35.004105
50.111607,34.429939
50.355324,33.838993
50.560787,33.233685
50.727158,32.616482
50.853752,31.989914
50.940060,31.356539
50.985722,30.718943
50.990555,30.079731
50.954540,29.441517
50.877823,28.806908
50.760719,28.178495
50.603699,27.558849
50.407417,26.950502
50.172665,26.355938
49.900406,25.777588
49.591751,25.217812
49.247963,24.678902
48.870449,24.163057
48.460747,23.672384
47.808652,22.940305
47.156557,22.208225
46.504461,21.476145
45.852366,20.744065
45.200271,20.011986
44.548176,19.279906
43.896081,18.547826
43.243986,17.815746
42.591891,17.083667
41.939796,16.351587
41.287700,15.619507
40.635605,14.887427
39.983510,14.155348
39.331415,13.423268
38.679320,12.691188
38.027225,11.959108
37.375130,11.227029
36.723035,10.494949
36.070939,9.762869
35.418844,9.030789
34.766749,8.298710
34.114654,7.566630
33.462559,6.834550
32.810464,6.102470
32.158369,5.370391
31.506274,4.638311
30.854178,3.906231
30.202083,3.174151
29.549988,2.442072
28.897893,1.709992
28.245798,0.977912
27.593703,0.245832
26.941608,-0.486247
26.289513,-1.218327
25.637418,-1.950407
24.985322,-2.682487
24.333227,-3.414566
23.681132,-4.146646
23.029037,-4.878726
22.376942,-5.610806
21.724847,-6.342885
21.072752,-7.074965
20.420657,-7.807045
19.768561,-8.539125
19.116466,-9.271204
18.464371,-10.003284
17.812276,-10.735364
17.160181,-11.467444
16.508086,-12.199523
15.855991,-12.931603
15.203896,-13.663683
15.203896,-13.663683
14.795587,-14.152574
14.419232,-14.666468
14.076357,-15.203278
13.768354,-15.760829
