0.000000,0.000000
-0.997842,-0.065659
-1.995684,-0.131318
-2.993526,-0.196978
-3.991368,-0.262637
-4.989211,-0.328296
-5.987053,-0.393955
-6.984895,-0.459614
-7.982737,-0.525274
-8.980579,-0.590933
-9.978421,-0.656592
-10.976263,-0.722251
-11.974105,-0.787910
-12.971947,-0.853569
-13.969789,-0.919229
-14.967632,-0.984888
-15.965474,-1.050547
-16.963316,-1.116206
-17.961158,-1.181865
-18.959000,-1.247525
-19.956842,-1.313184
-20.954684,-1.378843
-21.952526,-1.444502
-22.950368,-1.510161
-23.948210,-1.575821
-24.946053,-1.641480
-25.943895,-1.707139
-26.941737,-1.772798
-27.939579,-1.838457
-28.937421,-1.904116
-29.935263,-1.969776
-30.933105,-2.035435
-31.930947,-2.101094
-32.928789,-2.166753
-33.926631,-2.232412
-34.924474,-2.298072
-35.922316,-2.363731
-36.920158,-2.429390
-37.918000,-2.495049
-38.915842,-2.560708
-39.913684,-2.626368
-40.911526,-2.692027
-41.909368,-2.757686
-42.907210,-2.823345
-43.905052,-2.889004
-44.902895,-2.954664
-45.900737,-3.020323
-46.898579,-3.085982
-47.896421,-3.151641
-48.894263,-3.217300
-49.892105,-3.282959
-49.892105,-3.282959
-50.270103,-3.300657
-50.648502,-3.304040
-51.026756,-3.293105
-51.404327,-3.267866
-51.780670,-3.228360
-52.155254,-3.174644
-52.527534,-3.106794
-52.896980,-3.024908
-53.263062,-2.929101
-53.625259,-2.819515
-53.983051,-2.696302
-54.335926,-2.559640
-54.683376,-2.409726
-55.024906,-2.246773
-55.360027,-2.071016
-55.688255,-1.882705
-56.009129,-1.682110
-56.322178,-1.469520
-56.626965,-1.245237
-56.923042,-1.009583
-57.209995,-0.762897
-57.487411,-0.505530
-57.754887,-0.237852
-58.012047,0.039755
-58.258518,0.326892
-58.493950,0.623149
-58.718002,0.928102
-58.930359,1.241312
-59.130714,1.562333
-59.318779,1.890705
-59.494286,2.225956
-59.656982,2.567608
-59.806637,2.915171
-59.943031,3.268147
-60.065979,3.626030
-60.175293,3.988309
-60.270824,4.354465
-60.352432,4.723973
-60.420006,5.096304
-60.473442,5.470924
-60.512665,5.847299
-60.537621,6.224888
-60.548271,6.603150
-60.544605,6.981545
-60.526627,7.359530
-60.494354,7.736565
-60.447845,8.112108
-60.387161,8.485623
-60.312386,8.856575
-60.096274,9.832944
